# time(1) RNAp_RNA(2) RNAp_DNA(3) DNAp_RNA(4) DNAp_DNA(5) para_RNA(6) para_DNA(7) RNAp_RNArecog(8) RNAp_DNArecog(9) RNAp_fold(10) DNAp_RNArecog(11) DNAp_DNArecog(12) DNAp_fold(13) para_fold(14) vesicle_pop(15) mean_vol(16) mean_target_vol(17) mean_repli_density(18)
239000 31316 9719 11358 37348 37871 5184 0.466502 0.317025 0 0.0515354 0.966182 0 0 0 0 0 0 
240000 34092 10663 11531 38614 38142 5061 0.458628 0.308349 0 0.0505655 0.962796 0 0 0 0 0 0 
241000 36424 11320 12296 44855 36878 5828 0.45462 0.294609 0 0.0472855 0.961093 0 0 0 0 0 0 
242000 34714 11519 12912 42584 33215 5161 0.456605 0.319582 0 0.0481286 0.961139 0 0 0 0 0 0 
243000 35876 11381 13122 45028 31234 6019 0.451217 0.312497 0 0.0506187 0.965839 0 0 0 0 0 0 
244000 28655 12287 13374 46442 27314 5735 0.430156 0.378629 0 0.048212 0.963322 0 0 0 0 0 0 
245000 38980 10711 11832 41686 33263 5515 0.462537 0.273502 0 0.049773 0.963893 0 0 0 0 0 0 
246000 34741 11762 12559 42205 38783 6723 0.449968 0.312201 0 0.0489548 0.961445 0 0 0 0 0 0 
247000 39341 10685 12011 39884 36523 6300 0.465945 0.276197 0 0.0487669 0.963597 0 0 0 0 0 0 
248000 32650 10378 11034 38876 36519 6324 0.454098 0.297626 0 0.0451786 0.967373 0 0 0 0 0 0 
249000 31868 10028 10951 39001 35900 5950 0.436959 0.299368 0 0.0449614 0.968816 0 0 0 0 0 0 
250000 30852 8601 9410 34513 41248 4876 0.463921 0.282591 0 0.0467789 0.971635 0 0 0 0 0 0 
251000 36791 9408 10738 34678 40422 4867 0.455633 0.280555 0 0.0471271 0.973993 0 0 0 0 0 0 
252000 29714 11012 11955 43372 32939 5160 0.426403 0.358175 0 0.0438741 0.973026 0 0 0 0 0 0 
253000 33612 11659 12839 44410 34717 4400 0.429081 0.339822 0 0.0440037 0.971069 0 0 0 0 0 0 
254000 32020 11152 11914 44624 35830 3824 0.42396 0.332474 0 0.04448 0.972354 0 0 0 0 0 0 
255000 38273 9996 11790 42093 35345 3973 0.440066 0.280352 0 0.0421495 0.969236 0 0 0 0 0 0 
256000 35451 11127 12381 43866 34339 4755 0.423527 0.311954 0 0.0448045 0.969046 0 0 0 0 0 0 
257000 28509 10825 12055 42906 37298 4342 0.416311 0.351244 0 0.0485194 0.971612 0 0 0 0 0 0 
258000 37089 11181 12446 42471 36067 4553 0.431236 0.303323 0 0.0472242 0.968768 0 0 0 0 0 0 
259000 29540 12889 14069 49261 29351 5094 0.40735 0.397139 0 0.0470795 0.969927 0 0 0 0 0 0 
260000 30759 12824 13769 49955 32321 4809 0.410054 0.366966 0 0.0478055 0.970358 0 0 0 0 0 0 
261000 33011 11590 12961 46984 32751 4591 0.421445 0.336675 0 0.048683 0.971071 0 0 0 0 0 0 
262000 28351 12124 13452 48844 28942 5682 0.405781 0.379168 0 0.0472066 0.969092 0 0 0 0 0 0 
263000 36580 12848 14685 49937 29592 6153 0.426397 0.331769 0 0.0500018 0.969912 0 0 0 0 0 0 
264000 37458 11397 12943 44100 34377 5781 0.431805 0.315737 0 0.0527148 0.969758 0 0 0 0 0 0 
265000 36346 11293 12333 42707 28110 5548 0.437612 0.310933 0 0.0497371 0.967844 0 0 0 0 0 0 
266000 31323 9787 11202 42732 34466 5720 0.433543 0.303345 0 0.0517772 0.9683 0 0 0 0 0 0 
267000 32941 9635 11646 39395 35570 4562 0.437287 0.308572 0 0.0500013 0.970888 0 0 0 0 0 0 
268000 34397 9698 11204 40879 33718 4556 0.453171 0.289277 0 0.047999 0.970128 0 0 0 0 0 0 
269000 30544 10962 11936 41637 35671 4760 0.429148 0.335051 0 0.0510126 0.971548 0 0 0 0 0 0 
270000 32081 11000 12606 43689 32727 4431 0.423551 0.341587 0 0.0512912 0.969727 0 0 0 0 0 0 
271000 30269 12211 13925 50538 29775 5517 0.42228 0.378473 0 0.0543034 0.970565 0 0 0 0 0 0 
272000 26877 12629 14615 50300 29944 7103 0.408599 0.43082 0 0.0519353 0.969934 0 0 0 0 0 0 
273000 32664 11707 13435 47354 35995 6436 0.416312 0.353713 0 0.0512793 0.970751 0 0 0 0 0 0 
274000 28049 13832 14995 51802 26601 6878 0.386014 0.430857 0 0.0503747 0.971602 0 0 0 0 0 0 
275000 25240 13654 14406 50631 27096 6365 0.367986 0.451907 0 0.0533739 0.973942 0 0 0 0 0 0 
276000 31424 13954 15332 56719 27048 7555 0.392181 0.392449 0 0.0534187 0.97484 0 0 0 0 0 0 
277000 35212 13302 14398 50441 23117 7386 0.399404 0.365357 0 0.0540624 0.973829 0 0 0 0 0 0 
278000 27981 13927 14843 54112 25939 7797 0.372225 0.431561 0 0.0567715 0.97308 0 0 0 0 0 0 
279000 30005 13455 15175 55065 24748 6777 0.385821 0.398304 0 0.0558656 0.973859 0 0 0 0 0 0 
280000 28076 13257 14723 51323 27653 6007 0.382969 0.408748 0 0.0511784 0.972424 0 0 0 0 0 0 
281000 31552 13828 15090 52082 25265 6793 0.398554 0.39215 0 0.0508023 0.970946 0 0 0 0 0 0 
282000 30242 11579 12915 46244 25093 5968 0.419618 0.359216 0 0.0520202 0.973789 0 0 0 0 0 0 
283000 27375 12205 13599 48941 29613 5745 0.391171 0.39526 0 0.0522179 0.973328 0 0 0 0 0 0 
284000 31670 12575 14099 51683 30059 5950 0.414892 0.371934 0 0.0492901 0.973048 0 0 0 0 0 0 
285000 32986 10899 12196 44679 30229 4849 0.450981 0.325251 0 0.0482234 0.971354 0 0 0 0 0 0 
286000 28625 10000 11540 43178 31389 4735 0.448113 0.338605 0 0.0518352 0.972186 0 0 0 0 0 0 
287000 35733 10111 11842 40272 35289 4065 0.460667 0.298189 0 0.0495019 0.972493 0 0 0 0 0 0 
288000 37500 9963 11231 39822 32953 3699 0.470663 0.27941 0 0.0493426 0.971812 0 0 0 0 0 0 
289000 34320 9681 11186 38944 38871 4623 0.443836 0.301092 0 0.0549615 0.971373 0 0 0 0 0 0 
290000 31031 11180 12209 43189 37576 5177 0.433179 0.346906 0 0.0543732 0.973384 0 0 0 0 0 0 
291000 32127 10836 11908 42590 34325 5058 0.426754 0.34252 0 0.0567148 0.975304 0 0 0 0 0 0 
292000 36782 10231 11536 42495 33175 4841 0.43975 0.291039 0 0.0565125 0.974236 0 0 0 0 0 0 
293000 28744 10423 11272 43558 32787 4843 0.421532 0.340615 0 0.0477861 0.973696 0 0 0 0 0 0 
294000 30805 12253 13131 46777 32147 4862 0.407444 0.3683 0 0.0515034 0.9745 0 0 0 0 0 0 
295000 28771 13364 13754 49197 28774 5055 0.384304 0.420373 0 0.051197 0.974519 0 0 0 0 0 0 
296000 28968 13276 15185 56181 27446 5606 0.403895 0.400686 0 0.0499145 0.973347 0 0 0 0 0 0 
297000 32967 12216 13683 49696 32302 5367 0.426214 0.343735 0 0.0479486 0.972779 0 0 0 0 0 0 
298000 42490 11192 13596 43904 34231 5800 0.461246 0.278807 0 0.0513656 0.97259 0 0 0 0 0 0 
299000 30011 9515 11514 41805 34847 5472 0.454732 0.316386 0 0.0483595 0.971013 0 0 0 0 0 0 
300000 32584 11186 12527 44752 32852 6094 0.447281 0.333426 0 0.0510566 0.969858 0 0 0 0 0 0 
301000 33692 11463 13065 44709 34259 5865 0.443381 0.341543 0 0.0525948 0.972219 0 0 0 0 0 0 
302000 29216 10873 11976 41800 30049 5299 0.425948 0.347865 0 0.0497187 0.972297 0 0 0 0 0 0 
303000 28200 13316 14406 51559 30975 5641 0.400493 0.412768 0 0.0531379 0.971786 0 0 0 0 0 0 
304000 28168 12614 14535 54235 23715 6085 0.418318 0.401282 0 0.0514775 0.970005 0 0 0 0 0 0 
305000 34306 11206 13020 44792 29886 5078 0.437755 0.327838 0 0.0537238 0.967812 0 0 0 0 0 0 
306000 30248 11854 13372 47345 32996 5941 0.418739 0.365255 0 0.0515072 0.969234 0 0 0 0 0 0 
307000 33470 12280 14221 50942 26160 5584 0.429082 0.347983 0 0.0484921 0.968814 0 0 0 0 0 0 
308000 27817 14262 15696 56227 25217 6072 0.37384 0.433411 0 0.044424 0.96839 0 0 0 0 0 0 
309000 31282 13116 14902 55906 25665 5956 0.426069 0.375878 0 0.0454396 0.968895 0 0 0 0 0 0 
310000 35328 13227 15612 53580 28642 5989 0.43005 0.353699 0 0.0482476 0.97049 0 0 0 0 0 0 
311000 31658 12739 14679 53662 26528 6275 0.436223 0.352648 0 0.0500744 0.971034 0 0 0 0 0 0 
312000 31310 12551 14166 53021 29402 6133 0.425547 0.353909 0 0.0464968 0.969028 0 0 0 0 0 0 
313000 34977 11817 13556 48680 28912 5602 0.425128 0.327149 0 0.0447206 0.969512 0 0 0 0 0 0 
314000 35606 10711 13281 46019 28797 5548 0.435631 0.299263 0 0.0463941 0.969864 0 0 0 0 0 0 
315000 37435 11180 13079 44823 35124 6329 0.425739 0.299628 0 0.0477312 0.969699 0 0 0 0 0 0 
316000 37580 10431 11934 43044 31471 6284 0.429945 0.279988 0 0.0498725 0.972007 0 0 0 0 0 0 
317000 32442 9826 11797 42562 31270 5324 0.427887 0.298513 0 0.0484293 0.972039 0 0 0 0 0 0 
318000 37737 9730 11615 40407 42047 4409 0.441381 0.265935 0 0.049407 0.971903 0 0 0 0 0 0 
319000 31823 10319 11311 41104 34414 5206 0.425447 0.308881 0 0.0506743 0.971536 0 0 0 0 0 0 
320000 35285 10582 12290 41260 31897 5755 0.43134 0.30979 0 0.0495002 0.971103 0 0 0 0 0 0 
321000 35519 11037 12541 42576 32998 5857 0.446478 0.305911 0 0.0487518 0.967696 0 0 0 0 0 0 
322000 29387 10637 11668 40289 33458 6019 0.431095 0.340761 0 0.0498776 0.966964 0 0 0 0 0 0 
323000 38690 8573 9975 35475 36686 4583 0.460464 0.238987 0 0.0478433 0.966303 0 0 0 0 0 0 
324000 33530 7455 9306 32896 42132 4169 0.471287 0.245838 0 0.0471023 0.966698 0 0 0 0 0 0 
325000 37077 9559 11654 38505 37736 4129 0.459998 0.282108 0 0.0501447 0.968171 0 0 0 0 0 0 
326000 35258 10367 12077 39945 35048 5059 0.445597 0.308819 0 0.0495005 0.967451 0 0 0 0 0 0 
327000 31643 10176 11790 40660 31734 5302 0.42674 0.333863 0 0.0503725 0.96984 0 0 0 0 0 0 
328000 28202 11361 13377 45777 28730 6360 0.386756 0.389858 0 0.0478772 0.970554 0 0 0 0 0 0 
329000 25871 12392 13959 50280 31063 6300 0.393584 0.409295 0 0.0490079 0.969123 0 0 0 0 0 0 
330000 31510 12576 14116 52033 28725 5128 0.417244 0.354846 0 0.0508593 0.969731 0 0 0 0 0 0 
331000 31745 12162 14441 51321 32544 5880 0.420265 0.363722 0 0.0476092 0.970551 0 0 0 0 0 0 
332000 36155 11620 14060 48118 26067 5773 0.438878 0.322676 0 0.0465198 0.969091 0 0 0 0 0 0 
333000 35133 11376 13501 45684 29904 5645 0.446266 0.325467 0 0.0446014 0.967489 0 0 0 0 0 0 
334000 33483 11267 13414 46212 34899 5944 0.440375 0.31695 0 0.0452009 0.966354 0 0 0 0 0 0 
335000 29841 10110 12175 42091 31499 4602 0.425024 0.349351 0 0.0456609 0.967947 0 0 0 0 0 0 
336000 29951 11844 13665 47339 33372 5168 0.406939 0.376814 0 0.0446603 0.968396 0 0 0 0 0 0 
337000 27749 12915 14573 51942 25374 6344 0.383792 0.425794 0 0.0465731 0.967538 0 0 0 0 0 0 
338000 32560 11629 13824 49073 32023 5972 0.432352 0.344282 0 0.0435454 0.970889 0 0 0 0 0 0 
339000 31444 11226 13205 45470 35020 6748 0.433325 0.344323 0 0.0441988 0.970183 0 0 0 0 0 0 
340000 33342 10494 12552 42759 31762 5067 0.412358 0.328174 0 0.0412092 0.968848 0 0 0 0 0 0 
341000 26871 10981 12325 44478 29349 5936 0.377851 0.380608 0 0.0415132 0.967907 0 0 0 0 0 0 
342000 28202 11042 12744 46330 33604 5456 0.39826 0.366635 0 0.0407873 0.965275 0 0 0 0 0 0 
343000 32175 9877 11919 41532 31257 4772 0.42322 0.318042 0 0.0402827 0.966892 0 0 0 0 0 0 
344000 38848 8877 11044 39453 36535 4784 0.443325 0.250613 0 0.0448005 0.967153 0 0 0 0 0 0 
345000 36506 9203 11018 36158 39078 4475 0.44297 0.268162 0 0.0450555 0.967113 0 0 0 0 0 0 
346000 32045 10041 11926 41748 35614 5951 0.423231 0.325109 0 0.046339 0.967927 0 0 0 0 0 0 
347000 33346 10742 12786 45602 33923 5608 0.409906 0.330909 0 0.046684 0.967275 0 0 0 0 0 0 
348000 34077 10644 12126 43250 33064 5418 0.41672 0.320768 0 0.0437878 0.967953 0 0 0 0 0 0 
349000 29501 13152 15521 53827 28855 6554 0.380903 0.412096 0 0.042745 0.966588 0 0 0 0 0 0 
350000 27552 11586 13804 50683 27476 6907 0.387595 0.387055 0 0.0448247 0.966117 0 0 0 0 0 0 
351000 37941 11277 13790 49597 27911 5883 0.451153 0.309665 0 0.042675 0.965939 0 0 0 0 0 0 
352000 40930 10810 13390 44185 34210 5723 0.446713 0.289914 0 0.0482155 0.967535 0 0 0 0 0 0 
353000 36622 10212 12640 41497 37260 5818 0.45503 0.286974 0 0.045269 0.968121 0 0 0 0 0 0 
354000 34820 8559 10446 36313 34475 5796 0.437347 0.276403 0 0.0461005 0.968234 0 0 0 0 0 0 
355000 32338 9466 10952 38903 33485 4370 0.425001 0.287839 0 0.0425317 0.97049 0 0 0 0 0 0 
356000 35237 11440 13110 44973 33984 4673 0.412722 0.331532 0 0.0429673 0.972795 0 0 0 0 0 0 
357000 33066 10840 12412 44499 29924 5432 0.425089 0.326535 0 0.0461358 0.97228 0 0 0 0 0 0 
358000 30456 11940 12934 44378 33073 5419 0.374693 0.368191 0 0.0442932 0.972146 0 0 0 0 0 0 
359000 30404 11782 12600 46089 30040 4174 0.383157 0.354704 0 0.0408336 0.970295 0 0 0 0 0 0 
360000 29101 12673 14153 53584 22958 5207 0.390262 0.371443 0 0.0403159 0.970408 0 0 0 0 0 0 
361000 38865 10947 13514 47812 30786 5651 0.429869 0.286277 0 0.0393177 0.969943 0 0 0 0 0 0 
362000 35626 10070 11999 43175 37036 4982 0.432123 0.281889 0 0.041026 0.968908 0 0 0 0 0 0 
363000 38172 11558 13009 44610 30796 5847 0.407949 0.303879 0 0.0466656 0.969572 0 0 0 0 0 0 
364000 30580 12243 12804 45436 32511 6442 0.381534 0.349405 0 0.0471305 0.967213 0 0 0 0 0 0 
365000 29498 10552 10935 40903 32487 5110 0.396136 0.321953 0 0.0470356 0.969733 0 0 0 0 0 0 
366000 39752 12648 13997 45986 38858 4931 0.405872 0.31615 0 0.0408779 0.968876 0 0 0 0 0 0 
367000 34640 13062 13808 51468 28310 5832 0.395177 0.334908 0 0.0425106 0.969618 0 0 0 0 0 0 
368000 27528 13279 14362 53730 28759 5909 0.380996 0.392299 0 0.0434913 0.971331 0 0 0 0 0 0 
369000 32512 13188 14519 53220 29804 5030 0.403964 0.355079 0 0.0437638 0.970918 0 0 0 0 0 0 
370000 36043 12104 13565 49507 32885 4932 0.4207 0.308174 0 0.0435661 0.970141 0 0 0 0 0 0 
371000 34428 12742 14206 50208 34006 5602 0.425137 0.324519 0 0.0461599 0.971409 0 0 0 0 0 0 
372000 34917 11203 12700 42695 35417 5456 0.433355 0.307255 0 0.0449716 0.970776 0 0 0 0 0 0 
373000 27360 13326 14005 49516 27701 6208 0.369723 0.41452 0 0.0464306 0.968773 0 0 0 0 0 0 
374000 34974 14153 15131 53816 28968 5371 0.383965 0.365164 0 0.0496599 0.969299 0 0 0 0 0 0 
375000 31605 14565 15498 55141 25662 5813 0.371721 0.396452 0 0.0521137 0.967833 0 0 0 0 0 0 
376000 30130 16409 17078 60571 24941 6253 0.347763 0.438776 0 0.0538981 0.968108 0 0 0 0 0 0 
377000 33828 12723 13435 48924 29082 6470 0.398933 0.339017 0 0.0544749 0.966028 0 0 0 0 0 0 
378000 31275 14380 14866 52035 30038 7530 0.382895 0.382142 0 0.052646 0.96682 0 0 0 0 0 0 
379000 29979 13317 14552 51439 29694 7426 0.377999 0.388791 0 0.0528609 0.967596 0 0 0 0 0 0 
380000 31168 12301 13574 47613 28475 7542 0.404699 0.350508 0 0.0540328 0.967426 0 0 0 0 0 0 
381000 35768 13274 14184 49029 31797 7250 0.412377 0.342758 0 0.0540065 0.967234 0 0 0 0 0 0 
382000 31012 10550 11678 41168 30976 6778 0.412727 0.325363 0 0.0553936 0.968089 0 0 0 0 0 0 
383000 28154 11142 12138 43019 34753 6068 0.397711 0.365407 0 0.0537488 0.968821 0 0 0 0 0 0 
384000 28897 12839 14281 50190 32081 6033 0.378372 0.397658 0 0.0583872 0.968481 0 0 0 0 0 0 
385000 34335 11940 13661 47914 31737 6469 0.40342 0.339341 0 0.0609087 0.965999 0 0 0 0 0 0 
386000 37660 12914 13985 46990 33345 7004 0.421678 0.319184 0 0.0598451 0.968143 0 0 0 0 0 0 
387000 31677 10661 11656 40335 35735 6181 0.430993 0.312255 0 0.0608043 0.968144 0 0 0 0 0 0 
388000 30675 11435 12348 43743 34363 6935 0.415406 0.338838 0 0.059746 0.970293 0 0 0 0 0 0 
389000 32531 12891 14053 48676 31138 7282 0.403234 0.356558 0 0.0602261 0.969914 0 0 0 0 0 0 
390000 26228 13118 13750 48732 26552 7378 0.38035 0.417359 0 0.0588484 0.969948 0 0 0 0 0 0 
391000 30182 13651 14643 51598 26246 7508 0.398632 0.39157 0 0.0578262 0.970547 0 0 0 0 0 0 
392000 31044 12514 14188 51045 30876 7168 0.420852 0.351569 0 0.0558454 0.972577 0 0 0 0 0 0 
393000 32500 11620 12806 44540 35612 6227 0.428692 0.323815 0 0.050619 0.972702 0 0 0 0 0 0 
394000 31554 10321 11401 43346 32622 5513 0.435751 0.305663 0 0.0545005 0.971943 0 0 0 0 0 0 
395000 31036 12116 12716 43989 31747 4635 0.408684 0.354611 0 0.0528667 0.972188 0 0 0 0 0 0 
396000 33584 12867 13625 49850 29974 5942 0.410779 0.342086 0 0.054739 0.973777 0 0 0 0 0 0 
397000 30680 12286 12823 45838 31516 6338 0.403192 0.34386 0 0.0531108 0.973631 0 0 0 0 0 0 
398000 31373 12893 13276 46363 32504 6278 0.390647 0.361558 0 0.0505105 0.973342 0 0 0 0 0 0 
399000 28368 11940 12729 47216 24989 5790 0.383311 0.373297 0 0.0507674 0.969824 0 0 0 0 0 0 
400000 27492 12803 14065 51435 27763 6286 0.366891 0.394354 0 0.050896 0.970684 0 0 0 0 0 0 
401000 26878 14108 14418 53467 28767 6533 0.358056 0.416717 0 0.0545241 0.970675 0 0 0 0 0 0 
402000 33129 14117 15311 53762 27702 5563 0.385123 0.381632 0 0.0546658 0.972369 0 0 0 0 0 0 
403000 31749 14164 15254 54419 25512 6847 0.382625 0.381635 0 0.0561468 0.973438 0 0 0 0 0 0 
404000 30083 14340 14746 54375 27872 6972 0.38381 0.39132 0 0.0599424 0.973944 0 0 0 0 0 0 
405000 31068 11616 12481 46035 26883 6538 0.429575 0.327349 0 0.0625775 0.972268 0 0 0 0 0 0 
406000 36070 11501 12777 45662 36158 6390 0.438796 0.304985 0 0.0635383 0.973393 0 0 0 0 0 0 
407000 33202 10230 11496 41400 31879 5882 0.433538 0.304914 0 0.0579869 0.973802 0 0 0 0 0 0 
408000 31397 9954 11112 39772 34014 5907 0.434705 0.299861 0 0.0603039 0.973169 0 0 0 0 0 0 
409000 31356 10626 11441 39822 36408 6058 0.431636 0.317836 0 0.0617281 0.972003 0 0 0 0 0 0 
410000 31758 10245 11198 39284 38252 6013 0.432319 0.305596 0 0.0628356 0.969906 0 0 0 0 0 0 
411000 33777 10475 11595 40316 38354 5643 0.423936 0.308946 0 0.0636455 0.967239 0 0 0 0 0 0 
412000 31149 10451 10836 38268 40695 5898 0.41651 0.312623 0 0.0635758 0.967616 0 0 0 0 0 0 
413000 35815 10514 11869 39219 40624 5531 0.434593 0.289178 0 0.0653819 0.969052 0 0 0 0 0 0 
414000 32114 10803 11400 39955 33825 5619 0.411611 0.315086 0 0.0619868 0.969876 0 0 0 0 0 0 
415000 32339 10511 11504 41081 36184 5090 0.424997 0.313304 0 0.0640695 0.970608 0 0 0 0 0 0 
416000 37138 10083 11130 39422 36666 5207 0.435726 0.283447 0 0.0624403 0.970957 0 0 0 0 0 0 
417000 30747 9819 11618 38828 36001 5569 0.421343 0.322389 0 0.0628728 0.968394 0 0 0 0 0 0 
418000 33110 9205 10219 36445 36845 4902 0.442633 0.27502 0 0.0695825 0.969186 0 0 0 0 0 0 
419000 35598 10288 10334 34960 41055 5710 0.445587 0.274662 0 0.0664479 0.967861 0 0 0 0 0 0 
420000 29394 9003 10031 36557 39382 6133 0.432425 0.297133 0 0.0660186 0.966153 0 0 0 0 0 0 
421000 30854 10346 10281 37453 41053 5471 0.417799 0.305859 0 0.0711817 0.966103 0 0 0 0 0 0 
422000 36342 10851 12403 40354 36594 5921 0.442396 0.303831 0 0.0694102 0.966343 0 0 0 0 0 0 
423000 32683 11265 12288 43526 37457 6630 0.41829 0.318724 0 0.0702894 0.964931 0 0 0 0 0 0 
424000 32711 9181 10243 35407 34276 6722 0.442963 0.280962 0 0.0658304 0.962179 0 0 0 0 0 0 
425000 31325 9340 10429 35586 41637 6289 0.434309 0.281177 0 0.0652812 0.962119 0 0 0 0 0 0 
426000 32719 9504 10349 34156 37133 6350 0.431584 0.290899 0 0.0653186 0.964741 0 0 0 0 0 0 
427000 32256 10804 12056 40575 39507 6044 0.399065 0.326375 0 0.0662451 0.964889 0 0 0 0 0 0 
428000 28239 11690 12232 42130 32090 6131 0.379796 0.36669 0 0.063438 0.962028 0 0 0 0 0 0 
429000 29632 11546 12146 42874 28007 6609 0.397453 0.353883 0 0.0641396 0.960047 0 0 0 0 0 0 
430000 30988 10769 11905 40797 35414 6099 0.406661 0.325835 0 0.0647468 0.962057 0 0 0 0 0 0 
431000 25167 11320 11959 43472 30640 5683 0.364368 0.395462 0 0.062197 0.959942 0 0 0 0 0 0 
432000 31680 12410 13468 46487 29751 6252 0.385545 0.368109 0 0.0643256 0.962384 0 0 0 0 0 0 
433000 26253 13386 13218 48659 29822 5877 0.358036 0.41331 0 0.0580482 0.966966 0 0 0 0 0 0 
434000 25422 14492 14730 53881 25348 6447 0.335079 0.449272 0 0.0568866 0.965347 0 0 0 0 0 0 
435000 32236 12490 13181 49546 31389 6016 0.401697 0.336396 0 0.0608691 0.96539 0 0 0 0 0 0 
436000 29511 12830 13514 48117 27553 6138 0.371425 0.380229 0 0.0573192 0.967848 0 0 0 0 0 0 
437000 33505 12765 14165 49026 30274 6323 0.384695 0.354492 0 0.0569228 0.967236 0 0 0 0 0 0 
438000 33199 13388 13782 49140 31260 5678 0.371825 0.365536 0 0.0559103 0.968665 0 0 0 0 0 0 
439000 32647 13364 14407 50485 27222 6274 0.356711 0.369156 0 0.0540718 0.967282 0 0 0 0 0 0 
440000 29107 13544 14675 52475 28072 5819 0.34197 0.397181 0 0.0576027 0.966293 0 0 0 0 0 0 
441000 33426 13480 13869 48511 25934 5915 0.374561 0.34882 0 0.0619074 0.966247 0 0 0 0 0 0 
442000 35595 13466 13982 49196 30867 5931 0.392264 0.326547 0 0.0580761 0.966671 0 0 0 0 0 0 
443000 34082 12398 11912 42313 30076 5951 0.391472 0.314427 0 0.0605676 0.968558 0 0 0 0 0 0 
444000 34168 11741 12005 42451 35439 5758 0.399947 0.301512 0 0.0599129 0.96603 0 0 0 0 0 0 
445000 41253 12109 13053 43062 33707 6547 0.402301 0.289756 0 0.0628501 0.967328 0 0 0 0 0 0 
446000 28655 12778 13270 48257 26233 6082 0.366638 0.368723 0 0.063255 0.966733 0 0 0 0 0 0 
447000 28460 14329 14540 52436 26663 6325 0.341418 0.416194 0 0.0706632 0.965655 0 0 0 0 0 0 
448000 30250 14225 14772 52364 28301 8095 0.366609 0.385324 0 0.0739959 0.965143 0 0 0 0 0 0 
449000 31547 13615 14039 50512 27816 7288 0.375884 0.374603 0 0.0753096 0.9666 0 0 0 0 0 0 
450000 28450 12764 13195 46240 29914 7816 0.377781 0.378353 0 0.0792393 0.966465 0 0 0 0 0 0 
451000 33082 10510 11321 41163 34996 6819 0.42096 0.296682 0 0.0748901 0.968896 0 0 0 0 0 0 
452000 27673 11176 11260 39394 34904 7498 0.390659 0.338706 0 0.0751348 0.971274 0 0 0 0 0 0 
453000 28264 12220 12505 42121 31826 7090 0.377922 0.367632 0 0.0770736 0.972262 0 0 0 0 0 0 
454000 34824 11623 12316 41149 36543 7132 0.404849 0.330939 0 0.0726109 0.974285 0 0 0 0 0 0 
455000 30388 10306 11141 39006 34401 7358 0.400295 0.339019 0 0.0696491 0.971972 0 0 0 0 0 0 
456000 31939 10073 10455 38087 33605 6513 0.424413 0.297716 0 0.0707288 0.973075 0 0 0 0 0 0 
457000 27580 10633 10630 38991 34528 6268 0.391318 0.344769 0 0.0694788 0.971586 0 0 0 0 0 0 
458000 33961 10903 11218 37435 36602 6314 0.413296 0.315847 0 0.0673293 0.974297 0 0 0 0 0 0 
459000 33272 10291 10502 37243 37789 6484 0.419354 0.298019 0 0.0676048 0.974345 0 0 0 0 0 0 
460000 32777 9571 10366 35610 36597 6512 0.42419 0.290177 0 0.0669892 0.97278 0 0 0 0 0 0 
461000 32037 9996 10834 36993 33608 6873 0.426086 0.298244 0 0.0638501 0.970028 0 0 0 0 0 0 
462000 32201 11307 11784 38940 38616 6121 0.388883 0.335403 0 0.0659712 0.968152 0 0 0 0 0 0 
463000 34286 11794 12768 43980 35673 6817 0.408808 0.337743 0 0.0696039 0.965716 0 0 0 0 0 0 
464000 28710 11475 12408 43747 30154 7081 0.399391 0.360845 0 0.0726374 0.966637 0 0 0 0 0 0 
465000 38735 11813 13711 43759 32990 7252 0.426842 0.312141 0 0.0776013 0.965813 0 0 0 0 0 0 
466000 27577 13532 14009 48692 31745 7737 0.371678 0.398295 0 0.0815843 0.966192 0 0 0 0 0 0 
467000 29012 13000 14003 49717 26807 7316 0.379832 0.387959 0 0.0858232 0.968293 0 0 0 0 0 0 
468000 29390 11737 12683 45119 29751 7307 0.369413 0.367864 0 0.085767 0.967865 0 0 0 0 0 0 
469000 36904 11110 11970 42045 30218 7116 0.394795 0.302527 0 0.0781517 0.968901 0 0 0 0 0 0 
470000 28671 11256 11768 42829 27392 6559 0.384811 0.345142 0 0.0826641 0.970972 0 0 0 0 0 0 
471000 31315 12738 13619 45819 27270 6959 0.38548 0.36981 0 0.0826115 0.970694 0 0 0 0 0 0 
472000 29394 11327 11952 42835 31944 7257 0.396638 0.335855 0 0.0783233 0.970423 0 0 0 0 0 0 
473000 35296 11132 11758 38966 36826 6507 0.425888 0.291357 0 0.0763215 0.972591 0 0 0 0 0 0 
474000 34242 11417 12016 39717 36841 7687 0.407534 0.310823 0 0.0775073 0.972254 0 0 0 0 0 0 
475000 27091 11713 11913 42656 33441 8216 0.377619 0.369416 0 0.0824088 0.970812 0 0 0 0 0 0 
476000 34403 12823 13025 43061 35284 7289 0.388102 0.339825 0 0.0813675 0.972298 0 0 0 0 0 0 
477000 26483 13727 13953 50756 26283 7819 0.351608 0.422384 0 0.0752941 0.971518 0 0 0 0 0 0 
478000 29095 15015 15728 56188 22186 8209 0.344179 0.424184 0 0.0779838 0.971678 0 0 0 0 0 0 
479000 28281 15243 16491 60831 19470 8597 0.33901 0.436164 0 0.0779743 0.972187 0 0 0 0 0 0 
480000 32897 13750 14600 54775 22866 6769 0.401023 0.349044 0 0.0744167 0.970133 0 0 0 0 0 0 
